cntry,stfdem,trstprl,trstplt,trstprt,trstlgl,trstplc,trstep,trstun,social_trust_index,social_trust_group,political_efficacy_index,efficacy_group,vote_clean,hincfel,lrscale,lr_group,eduyrs,agea,gndr
DE,7.0,10.0,5.0,5.0,9.0,9.0,8.0,8.0,6.333333333333333,Medium social trust,2.75,Medium efficacy,Voted,1.0,4.0,Center (4-6),14.0,67.0,1.0
DE,5.0,7.0,5.0,4.0,7.0,8.0,4.0,6.0,8.0,High social trust,2.5,Medium efficacy,Voted,2.0,5.0,Center (4-6),18.0,90.0,1.0
DE,3.0,5.0,4.0,4.0,8.0,7.0,6.0,5.0,5.333333333333333,Medium social trust,2.0,Low efficacy,Voted,2.0,5.0,Center (4-6),13.0,21.0,2.0
DE,6.0,6.0,5.0,5.0,9.0,10.0,2.0,8.0,9.333333333333334,High social trust,2.75,Medium efficacy,Did not vote,2.0,5.0,Center (4-6),13.0,69.0,1.0
DE,5.0,5.0,5.0,5.0,5.0,8.0,4.0,5.0,4.666666666666667,Low social trust,2.0,Low efficacy,Voted,2.0,2.0,Left (0-3),13.0,63.0,1.0
DE,0.0,0.0,3.0,3.0,5.0,10.0,3.0,3.0,6.666666666666667,High social trust,1.75,Low efficacy,Voted,2.0,5.0,Center (4-6),11.0,82.0,2.0
DE,7.0,2.0,3.0,3.0,7.0,2.0,8.0,8.0,6.333333333333333,Medium social trust,3.25,High efficacy,Voted,1.0,1.0,Left (0-3),19.0,27.0,1.0
DE,0.0,0.0,0.0,5.0,3.0,5.0,5.0,5.0,3.6666666666666665,Low social trust,1.5,Low efficacy,Did not vote,2.0,5.0,Center (4-6),13.0,29.0,2.0
DE,3.0,3.0,1.0,1.0,0.0,7.0,1.0,6.0,5.0,Low social trust,1.25,Low efficacy,Voted,1.0,5.0,Center (4-6),12.0,77.0,2.0
DE,5.0,6.0,4.0,4.0,8.0,7.0,6.0,7.0,6.0,Medium social trust,2.75,Medium efficacy,Voted,2.0,2.0,Left (0-3),20.0,53.0,2.0
DE,6.0,6.0,4.0,4.0,8.0,4.0,4.0,3.0,6.333333333333333,Medium social trust,2.25,Low efficacy,Voted,1.0,3.0,Left (0-3),20.0,29.0,1.0
DE,7.0,6.0,4.0,4.0,8.0,9.0,5.0,5.0,6.0,Medium social trust,3.25,High efficacy,Voted,1.0,5.0,Center (4-6),13.0,30.0,1.0
DE,5.0,8.0,8.0,6.0,7.0,10.0,9.0,9.0,6.0,Medium social trust,3.0,High efficacy,Voted,1.0,5.0,Center (4-6),10.0,16.0,2.0
DE,7.0,4.0,3.0,3.0,8.0,8.0,3.0,4.0,6.0,Medium social trust,2.75,Medium efficacy,Voted,1.0,3.0,Left (0-3),15.0,43.0,1.0
DE,6.0,7.0,5.0,5.0,9.0,8.0,7.0,7.0,7.333333333333333,High social trust,2.25,Low efficacy,Voted,1.0,3.0,Left (0-3),13.0,23.0,1.0
DE,3.0,2.0,2.0,2.0,8.0,10.0,2.0,4.0,4.666666666666667,Low social trust,1.5,Low efficacy,Voted,3.0,7.0,Right (7-10),10.0,64.0,1.0
DE,5.0,7.0,2.0,2.0,8.0,6.0,2.0,5.0,6.0,Medium social trust,4.5,High efficacy,Voted,1.0,5.0,Center (4-6),18.0,53.0,1.0
DE,7.0,6.0,6.0,5.0,9.0,9.0,5.0,6.0,6.0,Medium social trust,2.0,Low efficacy,Voted,1.0,2.0,Left (0-3),14.0,40.0,2.0
DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,Medium social trust,1.0,Low efficacy,Voted,2.0,0.0,Left (0-3),19.0,61.0,2.0
DE,6.0,5.0,3.0,4.0,7.0,8.0,5.0,5.0,6.666666666666667,High social trust,2.25,Low efficacy,Voted,1.0,5.0,Center (4-6),18.0,64.0,1.0
DE,9.0,7.0,6.0,6.0,6.0,8.0,7.0,7.0,7.0,High social trust,2.5,Medium efficacy,Voted,1.0,3.0,Left (0-3),13.0,79.0,1.0
DE,9.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,7.333333333333333,High social trust,3.5,High efficacy,Voted,1.0,5.0,Center (4-6),13.0,60.0,1.0
DE,8.0,6.0,5.0,5.0,8.0,8.0,5.0,6.0,4.666666666666667,Low social trust,2.25,Low efficacy,Voted,2.0,6.0,Center (4-6),14.0,59.0,2.0
DE,5.0,0.0,0.0,0.0,5.0,7.0,5.0,5.0,2.0,Low social trust,2.5,Medium efficacy,Voted,1.0,5.0,Center (4-6),12.0,67.0,1.0
DE,9.0,8.0,7.0,7.0,9.0,9.0,8.0,9.0,6.333333333333333,Medium social trust,3.0,High efficacy,Voted,1.0,4.0,Center (4-6),17.0,56.0,2.0
DE,4.0,8.0,5.0,6.0,9.0,6.0,6.0,8.0,5.666666666666667,Medium social trust,3.0,High efficacy,Voted,1.0,2.0,Left (0-3),23.0,36.0,1.0
DE,2.0,3.0,2.0,2.0,7.0,9.0,3.0,3.0,4.666666666666667,Low social trust,1.5,Low efficacy,Voted,2.0,7.0,Right (7-10),14.0,38.0,2.0
DE,3.0,3.0,0.0,0.0,5.0,6.0,0.0,3.0,6.666666666666667,High social trust,3.5,High efficacy,Voted,1.0,5.0,Center (4-6),17.0,58.0,2.0
DE,8.0,7.0,7.0,5.0,8.0,9.0,8.0,8.0,6.666666666666667,High social trust,2.75,Medium efficacy,Voted,1.0,5.0,Center (4-6),16.0,31.0,2.0
DE,5.0,5.0,2.0,3.0,8.0,6.0,5.0,3.0,7.0,High social trust,1.75,Low efficacy,Did not vote,1.0,5.0,Center (4-6),12.0,74.0,1.0
DE,6.0,4.0,3.0,3.0,8.0,9.0,2.0,4.0,6.333333333333333,Medium social trust,2.0,Low efficacy,Voted,2.0,5.0,Center (4-6),12.0,74.0,1.0
DE,0.0,0.0,0.0,6.0,5.0,5.0,7.0,0.0,6.0,Medium social trust,2.0,Low efficacy,Voted,1.0,5.0,Center (4-6),15.0,59.0,1.0
DE,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.3333333333333335,Low social trust,1.75,Low efficacy,Voted,2.0,7.0,Right (7-10),12.0,75.0,1.0
DE,9.0,8.0,7.0,6.0,9.0,10.0,7.0,8.0,7.0,High social trust,3.5,High efficacy,Voted,2.0,4.0,Center (4-6),17.0,47.0,2.0
DE,6.0,7.0,5.0,3.0,9.0,6.0,5.0,4.0,7.0,High social trust,2.3333333333333335,Medium efficacy,Did not vote,3.0,4.0,Center (4-6),13.0,76.0,2.0
DE,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.333333333333333,Low social trust,2.5,Medium efficacy,Voted,1.0,1.0,Left (0-3),15.0,44.0,2.0
DE,8.0,1.0,1.0,1.0,7.0,8.0,4.0,4.0,2.6666666666666665,Low social trust,2.5,Medium efficacy,Voted,2.0,7.0,Right (7-10),19.0,40.0,1.0
DE,9.0,8.0,7.0,6.0,9.0,9.0,7.0,9.0,8.0,High social trust,2.75,Medium efficacy,Voted,1.0,3.0,Left (0-3),26.0,52.0,2.0
DE,6.0,5.0,5.0,4.0,4.0,8.0,5.0,5.0,5.333333333333333,Medium social trust,2.0,Low efficacy,Voted,1.0,5.0,Center (4-6),13.0,58.0,2.0
DE,5.0,3.0,2.0,2.0,3.0,6.0,1.0,3.0,4.0,Low social trust,2.0,Low efficacy,Voted,1.0,7.0,Right (7-10),12.0,69.0,1.0
DE,4.0,6.0,3.0,0.0,9.0,10.0,5.0,7.0,5.666666666666667,Medium social trust,2.5,Medium efficacy,Voted,2.0,5.0,Center (4-6),21.0,75.0,2.0
DE,6.0,8.0,9.0,8.0,8.0,9.0,5.0,3.0,7.0,High social trust,3.0,High efficacy,Voted,2.0,5.0,Center (4-6),12.0,54.0,2.0
DE,7.0,8.0,5.0,7.0,8.0,8.0,8.0,7.0,6.0,Medium social trust,3.0,High efficacy,Voted,2.0,4.0,Center (4-6),13.0,29.0,1.0
DE,9.0,9.0,8.0,6.0,10.0,9.0,9.0,8.0,6.666666666666667,High social trust,3.25,High efficacy,Did not vote,2.0,4.0,Center (4-6),19.0,38.0,2.0
DE,6.0,6.0,7.0,6.0,6.0,8.0,6.0,5.0,4.333333333333333,Low social trust,2.5,Medium efficacy,Voted,1.0,3.0,Left (0-3),16.0,34.0,2.0
DE,3.0,5.0,4.0,5.0,7.0,8.0,4.0,4.0,7.0,High social trust,1.75,Low efficacy,Voted,1.0,0.0,Left (0-3),14.0,42.0,2.0
DE,10.0,6.0,6.0,6.0,9.0,9.0,5.0,6.0,7.666666666666667,High social trust,3.0,High efficacy,Voted,2.0,5.0,Center (4-6),15.0,55.0,1.0
DE,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.666666666666667,Medium social trust,2.5,Medium efficacy,Voted,1.0,5.0,Center (4-6),15.0,69.0,2.0
DE,6.0,7.0,7.0,5.0,5.0,4.0,4.0,7.0,5.0,Low social trust,3.5,High efficacy,Voted,1.0,3.0,Left (0-3),17.0,40.0,2.0
DE,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,2.3333333333333335,Low social trust,2.0,Low efficacy,Voted,2.0,10.0,Right (7-10),13.0,49.0,1.0
DE,5.0,3.0,3.0,3.0,6.0,6.0,4.0,4.0,3.3333333333333335,Low social trust,2.5,Medium efficacy,Voted,2.0,3.0,Left (0-3),16.0,33.0,2.0
DE,9.0,9.0,6.0,6.0,8.0,9.0,6.0,7.0,7.333333333333333,High social trust,4.25,High efficacy,Voted,1.0,4.0,Center (4-6),20.0,63.0,1.0
DE,9.0,8.0,8.0,6.0,10.0,8.0,4.0,7.0,6.333333333333333,Medium social trust,3.0,High efficacy,Did not vote,1.0,5.0,Center (4-6),15.0,55.0,1.0
DE,8.0,5.0,4.0,3.0,7.0,9.0,5.0,9.0,6.0,Medium social trust,2.25,Low efficacy,Voted,1.0,3.0,Left (0-3),12.0,66.0,2.0
DE,0.0,3.0,0.0,1.0,0.0,6.0,2.0,3.0,2.3333333333333335,Low social trust,2.5,Medium efficacy,Did not vote,2.0,5.0,Center (4-6),15.0,31.0,2.0
DE,8.0,6.0,5.0,5.0,8.0,8.0,5.0,5.0,7.0,High social trust,2.75,Medium efficacy,Voted,1.0,6.0,Center (4-6),17.0,60.0,2.0
DE,8.0,10.0,9.0,8.0,10.0,10.0,8.0,7.0,7.666666666666667,High social trust,3.75,High efficacy,Voted,1.0,5.0,Center (4-6),19.0,64.0,2.0
DE,6.0,7.0,6.0,5.0,8.0,8.0,4.0,8.0,7.333333333333333,High social trust,2.5,Medium efficacy,Voted,1.0,8.0,Right (7-10),18.0,68.0,1.0
DE,7.0,7.0,2.0,2.0,5.0,8.0,2.0,2.0,4.0,Low social trust,2.25,Low efficacy,Voted,3.0,3.0,Left (0-3),16.0,34.0,2.0
DE,7.0,2.0,1.0,4.0,8.0,8.0,3.0,4.0,5.666666666666667,Medium social trust,1.5,Low efficacy,Voted,2.0,5.0,Center (4-6),13.0,55.0,1.0
DE,8.0,3.0,5.0,4.0,4.0,6.0,5.0,5.0,6.0,Medium social trust,2.25,Low efficacy,Voted,1.0,5.0,Center (4-6),13.0,44.0,1.0
DE,7.0,5.0,7.0,5.0,7.0,9.0,6.0,5.0,7.666666666666667,High social trust,2.25,Low efficacy,Voted,2.0,5.0,Center (4-6),10.0,71.0,2.0
DE,8.0,5.0,3.0,4.0,5.0,8.0,8.0,8.0,7.666666666666667,High social trust,3.25,High efficacy,Did not vote,1.0,2.0,Left (0-3),19.0,36.0,2.0
DE,5.0,6.0,3.0,6.0,6.0,9.0,7.0,8.0,6.333333333333333,Medium social trust,2.0,Low efficacy,Did not vote,2.0,8.0,Right (7-10),13.0,54.0,1.0
DE,0.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,5.666666666666667,Medium social trust,2.0,Low efficacy,Voted,2.0,5.0,Center (4-6),13.0,35.0,2.0
DE,6.0,7.0,4.0,4.0,8.0,8.0,5.0,4.0,7.333333333333333,High social trust,2.25,Low efficacy,Voted,1.0,6.0,Center (4-6),13.0,41.0,2.0
DE,7.0,7.0,5.0,5.0,8.0,8.0,5.0,5.0,6.333333333333333,Medium social trust,2.0,Low efficacy,Voted,1.0,3.0,Left (0-3),12.0,79.0,2.0
DE,8.0,10.0,8.0,9.0,5.0,10.0,9.0,10.0,7.0,High social trust,3.0,High efficacy,Voted,2.0,7.0,Right (7-10),14.0,71.0,2.0
DE,7.0,5.0,6.0,6.0,8.0,9.0,7.0,4.0,8.333333333333334,High social trust,2.0,Low efficacy,Voted,1.0,5.0,Center (4-6),12.0,75.0,2.0
DE,5.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,4.333333333333333,Low social trust,2.0,Low efficacy,Voted,1.0,5.0,Center (4-6),12.0,70.0,2.0
DE,6.0,7.0,6.0,6.0,9.0,8.0,8.0,6.0,5.666666666666667,Medium social trust,3.0,High efficacy,Voted,1.0,3.0,Left (0-3),13.0,37.0,1.0
DE,5.0,5.0,2.0,3.0,0.0,7.0,3.0,3.0,6.0,Medium social trust,1.5,Low efficacy,Voted,1.0,5.0,Center (4-6),11.0,71.0,2.0
DE,3.0,5.0,4.0,5.0,8.0,9.0,5.0,8.0,5.333333333333333,Medium social trust,2.5,Medium efficacy,Did not vote,1.0,6.0,Center (4-6),16.0,53.0,2.0
DE,7.0,6.0,6.0,6.0,8.0,8.0,6.0,5.0,6.0,Medium social trust,2.25,Low efficacy,Did not vote,1.0,4.0,Center (4-6),10.0,23.0,2.0
DE,7.0,6.0,3.0,3.0,5.0,8.0,4.0,3.0,4.333333333333333,Low social trust,2.25,Low efficacy,Voted,1.0,6.0,Center (4-6),12.0,55.0,1.0
DE,8.0,7.0,5.0,5.0,9.0,7.0,3.0,5.0,5.333333333333333,Medium social trust,2.75,Medium efficacy,Voted,1.0,5.0,Center (4-6),15.0,56.0,1.0
DE,8.0,6.0,5.0,5.0,8.0,6.0,7.0,9.0,5.333333333333333,Medium social trust,2.5,Medium efficacy,Voted,2.0,5.0,Center (4-6),12.0,58.0,1.0
DE,1.0,1.0,3.0,3.0,1.0,5.0,3.0,3.0,5.666666666666667,Medium social trust,1.25,Low efficacy,Did not vote,4.0,9.0,Right (7-10),10.0,34.0,1.0
DE,5.0,3.0,2.0,3.0,6.0,8.0,3.0,3.0,4.666666666666667,Low social trust,3.25,High efficacy,Voted,1.0,8.0,Right (7-10),14.0,22.0,1.0
DE,2.0,3.0,2.0,2.0,3.0,4.0,0.0,4.0,3.6666666666666665,Low social trust,2.25,Low efficacy,Voted,1.0,4.0,Center (4-6),12.0,69.0,1.0
DE,3.0,3.0,3.0,3.0,6.0,8.0,3.0,3.0,5.0,Low social trust,1.75,Low efficacy,Voted,2.0,3.0,Left (0-3),13.0,33.0,2.0
DE,4.0,2.0,3.0,2.0,3.0,1.0,5.0,6.0,5.666666666666667,Medium social trust,2.0,Low efficacy,Voted,1.0,5.0,Center (4-6),14.0,43.0,1.0
DE,6.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,5.333333333333333,Medium social trust,1.25,Low efficacy,Voted,3.0,3.0,Left (0-3),10.0,68.0,2.0
DE,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,5.333333333333333,Medium social trust,2.0,Low efficacy,Did not vote,1.0,3.0,Left (0-3),18.0,49.0,2.0
DE,0.0,0.0,0.0,4.0,5.0,5.0,4.0,5.0,3.6666666666666665,Low social trust,1.25,Low efficacy,Voted,2.0,5.0,Center (4-6),13.0,59.0,1.0
DE,9.0,9.0,6.0,6.0,8.0,8.0,6.0,6.0,5.666666666666667,Medium social trust,3.0,High efficacy,Voted,1.0,5.0,Center (4-6),21.0,37.0,2.0
DE,7.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,Medium social trust,2.75,Medium efficacy,Voted,2.0,4.0,Center (4-6),16.0,29.0,2.0
DE,7.0,7.0,5.0,5.0,8.0,10.0,5.0,5.0,8.0,High social trust,2.75,Medium efficacy,Voted,1.0,7.0,Right (7-10),14.0,53.0,1.0
DE,5.0,8.0,6.0,6.0,8.0,10.0,7.0,7.0,7.333333333333333,High social trust,1.5,Low efficacy,Voted,2.0,2.0,Left (0-3),10.0,68.0,2.0
DE,5.0,7.0,5.0,5.0,7.0,5.0,5.0,5.0,7.0,High social trust,3.25,High efficacy,Voted,2.0,4.0,Center (4-6),19.0,26.0,2.0
DE,3.0,3.0,2.0,2.0,9.0,6.0,1.0,1.0,4.666666666666667,Low social trust,3.0,High efficacy,Voted,2.0,5.0,Center (4-6),12.0,43.0,2.0
DE,4.0,4.0,2.0,3.0,5.0,10.0,0.0,6.0,4.333333333333333,Low social trust,2.5,Medium efficacy,Voted,2.0,5.0,Center (4-6),13.0,72.0,1.0
DE,5.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,3.3333333333333335,Low social trust,3.0,High efficacy,Voted,1.0,5.0,Center (4-6),12.0,55.0,2.0
DE,8.0,5.0,5.0,5.0,8.0,10.0,7.0,6.0,3.6666666666666665,Low social trust,1.75,Low efficacy,Did not vote,3.0,5.0,Center (4-6),12.0,24.0,1.0
DE,4.0,4.0,1.0,2.0,5.0,7.0,1.0,1.0,4.0,Low social trust,2.0,Low efficacy,Voted,3.0,5.0,Center (4-6),13.0,71.0,2.0
DE,8.0,8.0,5.0,4.0,4.0,9.0,5.0,7.0,6.0,Medium social trust,2.5,Medium efficacy,Voted,1.0,5.0,Center (4-6),15.0,30.0,1.0
DE,4.0,7.0,4.0,2.0,4.0,8.0,7.0,6.0,6.0,Medium social trust,1.25,Low efficacy,Voted,2.0,5.0,Center (4-6),15.0,72.0,2.0
DE,9.0,8.0,6.0,4.0,9.0,8.0,6.0,8.0,7.0,High social trust,3.25,High efficacy,Voted,2.0,3.0,Left (0-3),16.0,39.0,1.0
DE,9.0,7.0,5.0,4.0,9.0,7.0,8.0,8.0,3.6666666666666665,Low social trust,3.25,High efficacy,Voted,1.0,3.0,Left (0-3),20.0,55.0,1.0
DE,7.0,3.0,2.0,2.0,8.0,8.0,4.0,4.0,4.0,Low social trust,2.5,Medium efficacy,Voted,2.0,6.0,Center (4-6),18.0,39.0,1.0
DE,9.0,10.0,9.0,9.0,10.0,9.0,7.0,8.0,8.333333333333334,High social trust,3.25,High efficacy,Voted,1.0,5.0,Center (4-6),20.0,30.0,1.0
DE,7.0,6.0,4.0,6.0,8.0,7.0,7.0,7.0,6.666666666666667,High social trust,3.5,High efficacy,Voted,1.0,3.0,Left (0-3),15.0,22.0,1.0
DE,5.0,3.0,2.0,3.0,2.0,6.0,2.0,3.0,2.3333333333333335,Low social trust,2.25,Low efficacy,Voted,2.0,2.0,Left (0-3),13.0,72.0,2.0
DE,7.0,3.0,5.0,5.0,9.0,8.0,5.0,8.0,5.333333333333333,Medium social trust,2.5,Medium efficacy,Voted,1.0,8.0,Right (7-10),18.0,60.0,2.0
DE,8.0,10.0,8.0,8.0,9.0,9.0,7.0,6.0,2.6666666666666665,Low social trust,2.0,Low efficacy,Did not vote,2.0,5.0,Center (4-6),8.0,35.0,2.0
DE,7.0,6.0,5.0,5.0,8.0,8.0,7.0,7.0,8.0,High social trust,2.0,Low efficacy,Voted,1.0,3.0,Left (0-3),15.0,62.0,2.0
DE,6.0,5.0,3.0,3.0,8.0,9.0,3.0,4.0,7.0,High social trust,2.75,Medium efficacy,Voted,1.0,4.0,Center (4-6),15.0,39.0,1.0
DE,5.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,4.333333333333333,Low social trust,1.5,Low efficacy,Did not vote,2.0,5.0,Center (4-6),12.0,55.0,2.0
DE,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.3333333333333335,Low social trust,2.25,Low efficacy,Did not vote,1.0,2.0,Left (0-3),12.0,56.0,2.0
DE,4.0,7.0,2.0,2.0,9.0,9.0,5.0,4.0,4.666666666666667,Low social trust,2.5,Medium efficacy,Voted,1.0,3.0,Left (0-3),14.0,42.0,1.0
DE,2.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,4.666666666666667,Low social trust,1.75,Low efficacy,Voted,3.0,5.0,Center (4-6),15.0,40.0,2.0
DE,7.0,8.0,8.0,7.0,8.0,6.0,8.0,8.0,4.333333333333333,Low social trust,2.75,Medium efficacy,Voted,1.0,4.0,Center (4-6),13.0,42.0,2.0
DE,6.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,7.0,High social trust,1.75,Low efficacy,Did not vote,2.0,7.0,Right (7-10),11.0,19.0,2.0
DE,7.0,5.0,4.0,5.0,5.0,7.0,6.0,5.0,5.666666666666667,Medium social trust,2.5,Medium efficacy,Voted,2.0,3.0,Left (0-3),13.0,21.0,1.0
DE,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.333333333333333,High social trust,2.75,Medium efficacy,Voted,1.0,3.0,Left (0-3),14.0,69.0,1.0
DE,1.0,5.0,0.0,0.0,5.0,2.0,5.0,6.0,4.0,Low social trust,2.0,Low efficacy,Did not vote,2.0,5.0,Center (4-6),16.0,27.0,2.0
DE,6.0,8.0,6.0,5.0,6.0,3.0,9.0,9.0,4.666666666666667,Low social trust,3.0,High efficacy,Voted,2.0,7.0,Right (7-10),16.0,26.0,1.0
DE,1.0,0.0,0.0,0.0,4.0,2.0,3.0,2.0,3.6666666666666665,Low social trust,1.5,Low efficacy,Voted,1.0,5.0,Center (4-6),11.0,81.0,2.0
DE,7.0,6.0,5.0,4.0,7.0,7.0,5.0,5.0,6.0,Medium social trust,2.25,Low efficacy,Voted,2.0,5.0,Center (4-6),13.0,35.0,1.0
DE,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.666666666666667,Medium social trust,2.25,Low efficacy,Voted,2.0,3.0,Left (0-3),14.0,43.0,2.0
DE,9.0,5.0,6.0,5.0,8.0,8.0,7.0,8.0,7.0,High social trust,3.5,High efficacy,Voted,1.0,3.0,Left (0-3),23.0,64.0,1.0
DE,9.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,7.333333333333333,High social trust,3.75,High efficacy,Voted,1.0,4.0,Center (4-6),17.0,45.0,2.0
DE,9.0,7.0,2.0,1.0,8.0,9.0,1.0,2.0,7.333333333333333,High social trust,3.25,High efficacy,Voted,1.0,4.0,Center (4-6),16.0,62.0,1.0
DE,6.0,8.0,5.0,5.0,8.0,8.0,6.0,5.0,5.0,Low social trust,3.25,High efficacy,Voted,1.0,3.0,Left (0-3),21.0,59.0,1.0
DE,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,4.666666666666667,Low social trust,4.0,High efficacy,Voted,2.0,3.0,Left (0-3),14.0,20.0,2.0
DE,7.0,5.0,5.0,5.0,8.0,3.0,6.0,5.0,6.666666666666667,High social trust,3.75,High efficacy,Voted,2.0,2.0,Left (0-3),16.0,23.0,2.0
DE,8.0,5.0,5.0,7.0,8.0,8.0,6.0,7.0,8.0,High social trust,3.0,High efficacy,Voted,1.0,4.0,Center (4-6),14.0,67.0,2.0
DE,7.0,3.0,3.0,3.0,5.0,5.0,1.0,6.0,6.333333333333333,Medium social trust,3.0,High efficacy,Voted,1.0,5.0,Center (4-6),16.0,46.0,1.0
DE,7.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,Low social trust,1.75,Low efficacy,Voted,1.0,5.0,Center (4-6),12.0,72.0,2.0
DE,0.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0,6.0,Medium social trust,2.5,Medium efficacy,Voted,2.0,5.0,Center (4-6),13.0,39.0,2.0
DE,6.0,4.0,3.0,4.0,5.0,5.0,6.0,7.0,5.666666666666667,Medium social trust,2.25,Low efficacy,Voted,2.0,6.0,Center (4-6),17.0,25.0,2.0
DE,3.0,0.0,5.0,2.0,0.0,5.0,0.0,0.0,1.6666666666666667,Low social trust,1.25,Low efficacy,Did not vote,4.0,8.0,Right (7-10),18.0,52.0,1.0
DE,8.0,7.0,1.0,2.0,8.0,7.0,3.0,5.0,6.666666666666667,High social trust,2.75,Medium efficacy,Voted,3.0,6.0,Center (4-6),9.0,64.0,1.0
DE,7.0,4.0,3.0,3.0,8.0,9.0,3.0,2.0,4.666666666666667,Low social trust,1.75,Low efficacy,Voted,2.0,6.0,Center (4-6),13.0,52.0,2.0
DE,8.0,7.0,4.0,4.0,5.0,8.0,4.0,4.0,2.6666666666666665,Low social trust,2.0,Low efficacy,Voted,2.0,5.0,Center (4-6),11.0,84.0,1.0
DE,7.0,6.0,5.0,3.0,8.0,8.0,6.0,7.0,5.333333333333333,Medium social trust,3.25,High efficacy,Voted,1.0,8.0,Right (7-10),16.0,59.0,1.0
DE,6.0,10.0,8.0,6.0,10.0,9.0,10.0,8.0,2.0,Low social trust,1.5,Low efficacy,Voted,3.0,4.0,Center (4-6),15.0,62.0,2.0
DE,7.0,7.0,7.0,6.0,8.0,7.0,5.0,8.0,4.333333333333333,Low social trust,2.75,Medium efficacy,Voted,2.0,6.0,Center (4-6),18.0,40.0,1.0
DE,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.333333333333333,Medium social trust,2.0,Low efficacy,Voted,2.0,7.0,Right (7-10),15.0,39.0,2.0
DE,4.0,6.0,5.0,4.0,5.0,7.0,7.0,9.0,7.0,High social trust,3.25,High efficacy,Voted,1.0,4.0,Center (4-6),16.0,65.0,1.0
DE,7.0,8.0,6.0,6.0,8.0,9.0,8.0,7.0,7.0,High social trust,2.75,Medium efficacy,Voted,2.0,2.0,Left (0-3),19.0,50.0,2.0
DE,3.0,3.0,0.0,2.0,4.0,7.0,2.0,2.0,2.6666666666666665,Low social trust,2.25,Low efficacy,Voted,3.0,7.0,Right (7-10),15.0,33.0,2.0
DE,4.0,4.0,3.0,2.0,7.0,10.0,2.0,4.0,0.3333333333333333,Low social trust,2.0,Low efficacy,Voted,2.0,5.0,Center (4-6),11.0,60.0,2.0
DE,4.0,10.0,3.0,4.0,6.0,7.0,4.0,2.0,6.0,Medium social trust,2.25,Low efficacy,Voted,1.0,4.0,Center (4-6),15.0,65.0,2.0
DE,10.0,9.0,9.0,8.0,9.0,8.0,9.0,9.0,7.666666666666667,High social trust,3.5,High efficacy,Voted,1.0,3.0,Left (0-3),18.0,46.0,2.0
DE,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,High social trust,3.0,High efficacy,Voted,1.0,3.0,Left (0-3),13.0,64.0,2.0
DE,6.0,7.0,5.0,4.0,9.0,10.0,4.0,5.0,4.666666666666667,Low social trust,2.5,Medium efficacy,Voted,2.0,5.0,Center (4-6),18.0,62.0,2.0
DE,7.0,7.0,4.0,0.0,8.0,8.0,6.0,8.0,7.0,High social trust,2.5,Medium efficacy,Voted,2.0,4.0,Center (4-6),15.0,69.0,1.0
DE,5.0,3.0,2.0,0.0,8.0,6.0,3.0,5.0,4.333333333333333,Low social trust,1.0,Low efficacy,Voted,4.0,6.0,Center (4-6),11.0,58.0,1.0
DE,2.0,4.0,3.0,5.0,7.0,5.0,2.0,4.0,4.666666666666667,Low social trust,2.0,Low efficacy,Voted,2.0,4.0,Center (4-6),12.0,65.0,1.0
DE,8.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,7.0,High social trust,3.5,High efficacy,Voted,1.0,2.0,Left (0-3),13.0,71.0,2.0
DE,5.0,5.0,4.0,4.0,5.0,8.0,4.0,4.0,2.6666666666666665,Low social trust,1.5,Low efficacy,Voted,2.0,3.0,Left (0-3),12.0,82.0,1.0
DE,2.0,3.0,3.0,4.0,0.0,4.0,0.0,1.0,6.333333333333333,Medium social trust,2.0,Low efficacy,Voted,1.0,5.0,Center (4-6),11.0,74.0,2.0
DE,8.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,6.666666666666667,High social trust,2.75,Medium efficacy,Voted,1.0,4.0,Center (4-6),18.0,42.0,2.0
